off_class,confidence,PMID,Journal
a_program,1,18292115,Bioinformatics
a_program,1,18187443,Bioinformatics
a_program,0.6118,15377508,Bioinformatics
a_program,1,15604106,Bioinformatics
a_program,1,15374857,Bioinformatics
a_program,1,16306389,Bioinformatics
a_program,0.6786,15117756,Bioinformatics
a_program,1,14668233,Bioinformatics
a_program,0.5825,12538268,Bioinformatics
a_program,0.5586,12835277,Bioinformatics
a_program,1,14668240,Bioinformatics
a_program,0.6796,11724732,Bioinformatics
a_program,0.7473,10842738,Bioinformatics
a_program,1,23080116,Bioinformatics
a_program,0.7115,22285830,Bioinformatics
a_program,1,22333245,Bioinformatics
a_program,0.6701,21576180,Bioinformatics
a_program,1,21216777,Bioinformatics
a_program,1,21784792,Bioinformatics
a_program,0.6881,20959380,Bioinformatics
a_program,1,20015949,Bioinformatics
a_program,1,20702394,Bioinformatics
a_program,1,20605926,Bioinformatics
a_program,1,20966005,Bioinformatics
a_program,1,20810601,Bioinformatics
a_program,1,20861029,Bioinformatics
a_program,1,19321734,Bioinformatics
a_program,1,19176548,Bioinformatics
a_program,1,19223453,Bioinformatics
a_program,1,19168911,Bioinformatics
a_program,0.6536,18535082,Bioinformatics
a_program,0.7315,18292114,Bioinformatics
a_program,0.5784,17267430,Bioinformatics
a_program,1,17519250,Bioinformatics
a_program,1,17463032,Bioinformatics
a_program,1,17586830,Bioinformatics
a_program,1,17586827,Bioinformatics
a_program,1,17344239,Bioinformatics
a_program,0.6859,16489208,Bioinformatics
a_program,0.7231,16159916,Bioinformatics
a_program,0.7517,15647300,Bioinformatics
a_program,1,15769839,Bioinformatics
a_program,1,15994188,Bioinformatics
a_program,0.6704,14976034,Bioinformatics
a_program,1,14962943,Bioinformatics
a_program,1,12538243,Bioinformatics
a_program,1,12376385,Bioinformatics
a_program,0.6,11238072,Bioinformatics
a_program,1,11724729,Bioinformatics
a_program,1,10869037,Bioinformatics
a_program,1,10842742,Bioinformatics
a_program,1,9632832,Bioinformatics
a_program,1,9789098,Bioinformatics
a_program,1,9632827,Bioinformatics
a_program,1,21828087,Bioinformatics
a_program,0.5901,19289443,Bioinformatics
a_program,1,19269990,Bioinformatics
a_program,1,19417057,Bioinformatics
a_program,1,16481337,Bioinformatics
a_program,1,15256405,Bioinformatics
a_program,1,15284106,Bioinformatics
a_program,1,15073025,Bioinformatics
a_program,0.7296,14512342,Bioinformatics
a_program,0.7174,11448882,Bioinformatics
a_program,1,10320402,Bioinformatics
a_program,1,22321700,Bioinformatics
a_program,1,23047554,Bioinformatics
a_program,0.6643,21217121,Bioinformatics
a_program,0.7309,21653520,Bioinformatics
a_program,1,21422073,Bioinformatics
a_program,0.6842,20947524,Bioinformatics
a_program,0.6163,19667081,Bioinformatics
a_program,0.7321,19297350,Bioinformatics
a_program,1,19696047,Bioinformatics
a_program,1,19389734,Bioinformatics
a_program,1,19574291,Bioinformatics
a_program,1,19223450,Bioinformatics
a_program,1,18037611,Bioinformatics
a_program,0.7248,18310055,Bioinformatics
a_program,1,18492685,Bioinformatics
a_program,1,18535084,Bioinformatics
a_program,1,18187442,Bioinformatics
a_program,0.4065,17977882,Bioinformatics
a_program,0.5816,17277333,Bioinformatics
a_program,0.672,17341493,Bioinformatics
a_program,0.708,17855418,Bioinformatics
a_program,0.7241,17142814,Bioinformatics
a_program,1,16895924,Bioinformatics
a_program,1,16864592,Bioinformatics
a_program,0.6068,15677704,Bioinformatics
a_program,0.7043,15814555,Bioinformatics
a_program,1,15746289,Bioinformatics
a_program,1,15388518,Bioinformatics
a_program,1,15598834,Bioinformatics
a_program,1,14988108,Bioinformatics
a_program,0.6571,14534180,Bioinformatics
a_program,0.7367,12724296,Bioinformatics
a_program,1,12538251,Bioinformatics
a_program,0.6739,12217923,Bioinformatics
a_program,1,11159311,Bioinformatics
a_program,1,10320404,Bioinformatics
a_program,1,10089195,Bioinformatics
a_program,0.561,10383477,Bioinformatics
a_program,1,12385990,Bioinformatics
a_program,0.6865,23428642,Bioinformatics
a_program,1,21551142,Bioinformatics
a_program,1,20562417,Bioinformatics
a_program,0.6496,16267087,Bioinformatics
a_program,0.6671,16287938,Bioinformatics
a_program,1,15308539,Bioinformatics
a_program,1,16204102,Bioinformatics
a_program,0.679,15271781,Bioinformatics
a_program,1,12611811,Bioinformatics
a_program,1,12724307,Bioinformatics
a_program,0.727,12835275,Bioinformatics
a_program,1,12499310,Bioinformatics
a_program,1,14594726,Bioinformatics
a_program,0.7048,12176832,Bioinformatics
a_program,1,12386003,Bioinformatics
a_program,0.5947,11448885,Bioinformatics
a_program,0.5788,11120688,Bioinformatics
a_program,1,10222412,Bioinformatics
a_program,1,10089196,Bioinformatics
a_program,1,23749957,Bioinformatics
a_program,1,22257668,Bioinformatics
a_program,1,22592380,Bioinformatics
a_program,0.7291,21471017,Bioinformatics
a_program,1,21427194,Bioinformatics
a_program,1,21757467,Bioinformatics
a_program,0.6142,20130034,Bioinformatics
a_program,0.704,20080513,Bioinformatics
a_program,0.7282,20501555,Bioinformatics
a_program,1,20223837,Bioinformatics
a_program,1,19346322,Bioinformatics
a_program,0.5763,19759199,Bioinformatics
a_program,0.6731,19176550,Bioinformatics
a_program,0.7099,19246511,Bioinformatics
a_program,1,19136550,Bioinformatics
a_program,0.6054,18310057,Bioinformatics
a_program,1,18003646,Bioinformatics
a_program,1,18184687,Bioinformatics
a_program,0.6127,17553858,Bioinformatics
a_program,1,17495999,Bioinformatics
a_program,1,17204464,Bioinformatics
a_program,0.6287,16820423,Bioinformatics
a_program,1,16301202,Bioinformatics
a_program,1,16717070,Bioinformatics
a_program,1,16908500,Bioinformatics
a_program,0.6189,15509605,Bioinformatics
a_program,0.6577,16014369,Bioinformatics
a_program,1,16020466,Bioinformatics
a_program,1,15932902,Bioinformatics
a_program,1,15919727,Bioinformatics
a_program,1,15585532,Bioinformatics
a_program,0.6864,15059816,Bioinformatics
a_program,1,14764575,Bioinformatics
a_program,1,15145807,Bioinformatics
a_program,1,14668216,Bioinformatics
a_program,0.7297,12376388,Bioinformatics
a_program,1,12217922,Bioinformatics
a_program,1,12385987,Bioinformatics
a_program,1,11473004,Bioinformatics
a_program,1,10869029,Bioinformatics
a_program,1,9694997,Bioinformatics
a_program,1,9918947,Bioinformatics
a_program,1,20130028,Bioinformatics
a_program,0.6667,18945684,Bioinformatics
a_program,1,18321884,Bioinformatics
a_program,0.4194,15769838,Bioinformatics
a_program,1,15572471,Bioinformatics
a_program,0.7086,14734321,Bioinformatics
a_program,0.6829,15073008,Bioinformatics
a_program,1,14693811,Bioinformatics
a_program,1,15117760,Bioinformatics
a_program,1,12584137,Bioinformatics
a_program,0.6724,12376379,Bioinformatics
a_program,0.6819,12075021,Bioinformatics
a_program,1,10487876,Bioinformatics
a_program,1,9730928,Bioinformatics
a_program,1,23396122,Bioinformatics
a_program,1,23990412,Bioinformatics
a_program,1,22057159,Bioinformatics
a_program,1,22238264,Bioinformatics
a_program,0.69,21233165,Bioinformatics
a_program,0.7248,21685073,Bioinformatics
a_program,1,21873327,Bioinformatics
a_program,1,21372083,Bioinformatics
a_program,1,21076149,Bioinformatics
a_program,0.7319,19654116,Bioinformatics
a_program,0.7436,19008250,Bioinformatics
a_program,1,19276149,Bioinformatics
a_program,1,19261720,Bioinformatics
a_program,0.5737,18628289,Bioinformatics
a_program,1,18086686,Bioinformatics
a_program,0.6721,18037613,Bioinformatics
a_program,0.6759,18397893,Bioinformatics
a_program,0.6822,18689845,Bioinformatics
a_program,1,18845583,Bioinformatics
a_program,1,18296465,Bioinformatics
a_program,1,17237047,Bioinformatics
a_program,0.6201,17237107,Bioinformatics
a_program,0.7116,17921494,Bioinformatics
a_program,1,17032675,Bioinformatics
a_program,1,17921174,Bioinformatics
a_program,1,16954144,Bioinformatics
a_program,1,16267082,Bioinformatics
a_program,0.6737,16332705,Bioinformatics
a_program,0.7326,16434439,Bioinformatics
a_program,1,16410321,Bioinformatics
a_program,1,16766551,Bioinformatics
a_program,1,16809391,Bioinformatics
a_program,0.666,16204106,Bioinformatics
a_program,0.7388,15333459,Bioinformatics
a_program,1,15769840,Bioinformatics
a_program,1,15699028,Bioinformatics
a_program,1,15598828,Bioinformatics
a_program,1,16159922,Bioinformatics
a_program,0.5769,15073009,Bioinformatics
a_program,0.6838,14734315,Bioinformatics
a_program,0.7041,14871859,Bioinformatics
a_program,0.7253,14871875,Bioinformatics
a_program,1,15247099,Bioinformatics
a_program,1,14512365,Bioinformatics
a_program,0.7359,12724295,Bioinformatics
a_program,1,9545458,Bioinformatics
a_program,1,20139468,Bioinformatics
a_program,1,18089619,Bioinformatics
a_program,1,16782726,Bioinformatics
a_program,0.664,16204349,Bioinformatics
a_program,1,15509599,Bioinformatics
a_program,1,15613388,Bioinformatics
a_program,1,15585525,Bioinformatics
a_program,1,14693815,Bioinformatics
a_program,0.592,14962915,Bioinformatics
a_program,0.6541,14962930,Bioinformatics
a_program,1,14751988,Bioinformatics
a_program,1,14668243,Bioinformatics
a_program,0.7324,12050073,Bioinformatics
a_program,1,12016065,Bioinformatics
a_program,1,12176842,Bioinformatics
a_program,1,11159322,Bioinformatics
a_program,0.562,10089201,Bioinformatics
a_program,1,10320405,Bioinformatics
a_program,1,25431330,Bioinformatics
a_program,0.6639,24872423,Bioinformatics
a_program,1,24872427,Bioinformatics
a_program,1,24072732,Bioinformatics
a_program,1,22945787,Bioinformatics
a_program,1,22689784,Bioinformatics
a_program,0.6698,21724591,Bioinformatics
a_program,1,21169374,Bioinformatics
a_program,0.5929,21775309,Bioinformatics
a_program,0.6699,21636593,Bioinformatics
a_program,0.6721,21840874,Bioinformatics
a_program,1,21258064,Bioinformatics
a_program,1,21216773,Bioinformatics
a_program,1,21414984,Bioinformatics
a_program,0.6364,20554688,Bioinformatics
a_program,0.6721,20403815,Bioinformatics
a_program,1,20483815,Bioinformatics
a_program,1,20651112,Bioinformatics
a_program,1,19208612,Bioinformatics
a_program,1,19414533,Bioinformatics
a_program,1,19414531,Bioinformatics
a_program,1,19689961,Bioinformatics
a_program,1,19767299,Bioinformatics
a_program,0.6851,18819939,Bioinformatics
a_program,1,18556669,Bioinformatics
a_program,1,18388142,Bioinformatics
a_program,1,18818216,Bioinformatics
a_program,1,18593717,Bioinformatics
a_program,1,18586748,Bioinformatics
a_program,1,18086685,Bioinformatics
a_program,1,18353787,Bioinformatics
a_program,0.6697,17483506,Bioinformatics
a_program,1,17724062,Bioinformatics
a_program,1,17540678,Bioinformatics
a_program,1,17646331,Bioinformatics
a_program,1,17060359,Bioinformatics
a_program,1,17237050,Bioinformatics
a_program,1,16473871,Bioinformatics
a_program,0.5773,16873481,Bioinformatics
a_program,1,16895923,Bioinformatics
a_program,1,15728120,Bioinformatics
a_program,0.7385,15994194,Bioinformatics
a_program,1,15731211,Bioinformatics
a_program,1,15598832,Bioinformatics
a_program,0.6868,14693820,Bioinformatics
a_program,1,15256403,Bioinformatics
a_program,0.6796,15105278,Bioinformatics
a_program,0.6807,15059829,Bioinformatics
a_program,1,14751966,Bioinformatics
a_program,1,14693822,Bioinformatics
a_program,1,15059819,Bioinformatics
a_program,0.7367,12801873,Bioinformatics
a_program,1,12801881,Bioinformatics
a_program,0.6434,12724290,Bioinformatics
a_program,0.7347,14630649,Bioinformatics
a_program,1,14630666,Bioinformatics
a_program,1,14534191,Bioinformatics
a_program,1,12016057,Bioinformatics
a_program,1,12117795,Bioinformatics
a_program,1,11673234,Bioinformatics
a_program,0.6789,10222416,Bioinformatics
a_program,0.6848,10320396,Bioinformatics
a_program,0.419,9694989,Bioinformatics
a_program,0.6138,9545442,Bioinformatics
a_program,1,9927715,Bioinformatics
a_program,1,9545445,Bioinformatics
a_program,1,17646351,Bioinformatics
a_program,0.6638,16269416,Bioinformatics
a_program,1,17046976,Bioinformatics
a_program,1,15591359,Bioinformatics
a_program,1,15695424,Bioinformatics
a_program,0.6887,15564296,Bioinformatics
a_program,1,15374864,Bioinformatics
a_program,1,15308543,Bioinformatics
a_program,1,15598840,Bioinformatics
a_program,1,15564299,Bioinformatics
a_program,0.3992,14693821,Bioinformatics
a_program,0.6589,15059823,Bioinformatics
a_program,0.5859,14988106,Bioinformatics
a_program,0.7176,15044238,Bioinformatics
a_program,1,15262790,Bioinformatics
a_program,1,14734328,Bioinformatics
a_program,1,14871867,Bioinformatics
a_program,1,15059840,Bioinformatics
a_program,0.7248,12761052,Bioinformatics
a_program,1,12176833,Bioinformatics
a_program,0.6839,11751236,Bioinformatics
a_program,1,11590108,Bioinformatics
a_program,1,9918951,Bioinformatics
a_program,0.6556,25697820,Bioinformatics
a_program,0.6887,24215027,Bioinformatics
a_program,0.6585,24273245,Bioinformatics
a_program,1,25075118,Bioinformatics
a_program,1,23418189,Bioinformatics
a_program,1,23376350,Bioinformatics
a_program,1,23709495,Bioinformatics
a_program,1,23625999,Bioinformatics
a_program,0.6596,22088847,Bioinformatics
a_program,0.699,22492647,Bioinformatics
a_program,0.7222,22219204,Bioinformatics
a_program,1,22954630,Bioinformatics
a_program,1,22718788,Bioinformatics
a_program,1,22743223,Bioinformatics
a_program,1,21498399,Bioinformatics
a_program,0.5885,21414989,Bioinformatics
a_program,0.5949,21742635,Bioinformatics
a_program,0.6456,21505033,Bioinformatics
a_program,0.6611,21505034,Bioinformatics
a_program,0.6621,21062762,Bioinformatics
a_program,0.6818,21873638,Bioinformatics
a_program,0.7347,21926122,Bioinformatics
a_program,1,21115438,Bioinformatics
a_program,1,21593133,Bioinformatics
a_program,0.6215,20444838,Bioinformatics
a_program,0.726,20671147,Bioinformatics
a_program,1,20448138,Bioinformatics
a_program,1,20628072,Bioinformatics
a_program,1,20605930,Bioinformatics
a_program,1,20823309,Bioinformatics
a_program,1,20739309,Bioinformatics
a_program,0.6949,19574286,Bioinformatics
a_program,1,19661242,Bioinformatics
a_program,0.675,18388143,Bioinformatics
a_program,0.7248,18480099,Bioinformatics
a_program,1,18940827,Bioinformatics
a_program,1,18796479,Bioinformatics
a_program,1,18689819,Bioinformatics
a_program,1,18658180,Bioinformatics
a_program,1,18024967,Bioinformatics
a_program,1,18048395,Bioinformatics
a_program,1,18337260,Bioinformatics
a_program,0.6822,17496318,Bioinformatics
a_program,1,17127680,Bioinformatics
a_program,1,17488756,Bioinformatics
a_program,1,17485432,Bioinformatics
a_program,1,17709340,Bioinformatics
a_program,1,17150996,Bioinformatics
a_program,1,17138588,Bioinformatics
a_program,0.6326,16870930,Bioinformatics
a_program,1,16613910,Bioinformatics
a_program,1,16705011,Bioinformatics
a_program,1,16500934,Bioinformatics
a_program,1,16940327,Bioinformatics
a_program,1,16928738,Bioinformatics
a_program,1,16403794,Bioinformatics
a_program,1,16434438,Bioinformatics
a_program,1,15731209,Bioinformatics
a_program,0.6889,15961484,Bioinformatics
a_program,1,15947019,Bioinformatics
a_program,1,15509598,Bioinformatics
a_program,1,15598839,Bioinformatics
a_program,1,15598838,Bioinformatics
a_program,1,15598827,Bioinformatics
a_program,0.6534,15073021,Bioinformatics
a_program,0.7216,15059827,Bioinformatics
a_program,1,15256414,Bioinformatics
a_program,1,14751967,Bioinformatics
a_program,1,14630662,Bioinformatics
a_program,0.6818,12584132,Bioinformatics
a_program,1,14668228,Bioinformatics
a_program,1,12538258,Bioinformatics
a_program,0.6068,12050079,Bioinformatics
a_program,0.6397,12217926,Bioinformatics
a_program,0.7418,11238082,Bioinformatics
a_program,1,11724737,Bioinformatics
a_program,1,10487872,Bioinformatics
a_program,1,10089203,Bioinformatics
a_program,1,22247278,Bioinformatics
a_program,1,12611812,Bioinformatics
a_program,1,24297519,Bioinformatics
a_program,1,20189937,Bioinformatics
a_program,1,19628506,Bioinformatics
a_program,1,18776194,Bioinformatics
a_program,1,17483508,Bioinformatics
a_program,1,17105719,Bioinformatics
a_program,0.6818,16844707,Bioinformatics
a_program,0.6092,15564297,Bioinformatics
a_program,1,15319258,Bioinformatics
a_program,0.6895,15145814,Bioinformatics
a_program,1,15247095,Bioinformatics
a_program,1,14734325,Bioinformatics
a_program,1,15059821,Bioinformatics
a_program,0.7706,14668227,Bioinformatics
a_program,1,14594724,Bioinformatics
a_program,0.6883,12499297,Bioinformatics
a_program,1,12835263,Bioinformatics
a_program,1,12075025,Bioinformatics
a_program,1,11934755,Bioinformatics
a_program,0.4077,11751226,Bioinformatics
